Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,IncomeCategory,ExperienceCategory,PromotionRiskScore,OT_Score,AttritionRiskScore
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,Mid,Low Income,Beginner,1,1,11.760812335464461
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,Senior,High Income,Intermediate,10,0,2.55999576001696
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,Mid,Medium Income,Intermediate,3,0,3.298237727027513
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,9,8,Mid,High Income,Experienced,11,0,4.504664459825459
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,33,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,22,4,3,80,1,15,2,1,13,11,4,7,Mid,High Income,Experienced,6,0,4.294498381877022
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,Veteran,High Income,Experienced,10,0,10.432400932400933
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,Senior,High Income,Experienced,2,1,10.630326664406013
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2097,15174,0,Y,No,13,3,4,80,0,5,1,3,4,2,1,1,Mid,Low Income,Beginner,2,0,6.268717215069146
24,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,33,3,1,Research Scientist,3,Single,2097,25440,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,Young,Low Income,Beginner,2,1,14.768717215069145
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,3348,3376,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Mid,Low Income,Intermediate,10,1,9.486857825567503
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married,2097,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,Mid,Low Income,Beginner,1,0,6.268717215069146
24,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,Young,Low Income,Beginner,1,0,5.547357218871941
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,Young,Medium Income,Beginner,3,0,6.061430632859205
38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,Senior,Medium Income,Intermediate,2,0,5.982621648460775
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,Mid,Low Income,Intermediate,3,0,4.1764705882352935
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,Veteran,High Income,Experienced,4,0,2.231527093596059
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,Mid,Medium Income,Intermediate,2,1,8.651925973746504
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,Senior,Medium Income,Beginner,1,0,7.136752136752136
50,No,Travel_Rarely,1207,Research & Development,26,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3376,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,Veteran,Low Income,Experienced,4,1,21.104625892579943
34,No,Travel_Rarely,1425,Research & Development,9,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,Mid,High Income,Intermediate,10,0,5.659958241503306
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,8,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,Young,Medium Income,Beginner,4,0,3.684837229626393
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,9,10,Senior,Medium Income,Experienced,11,0,3.1963540522732266
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,Mid,Medium Income,Intermediate,2,0,6.853224610822831
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,Veteran,High Income,Experienced,3,1,10.471453796350794
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,Senior,High Income,Intermediate,3,0,1.8114754098360655
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,Mid,High Income,Intermediate,3,0,1.8491635186184565
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,5,3,7,7,7,7,Mid,High Income,Intermediate,10,0,2.39613764674254
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,Veteran,Medium Income,Experienced,3,0,9.016129032258064
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,11,1,10,Senior,High Income,Experienced,4,1,8.454653937947494
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,28,3,3,5,1,1,3,Veteran,High Income,Expert,5,0,4.175037127041987
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,73,2,4,Manager,4,Divorced,17856,8861,3,Y,No,15,3,2,80,3,23,2,2,20,6,9,6,Senior,High Income,Expert,13,0,5.560035842293907
54,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,Veteran,Medium Income,Intermediate,4,0,9.850138760407031
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,33,3,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,Mid,High Income,Intermediate,4,0,6.137268281587627
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,59,2,4,Manager,3,Married,17856,19562,1,Y,No,12,3,2,80,1,22,3,3,20,7,2,10,Senior,High Income,Expert,6,0,1.0600358422939067
50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,Veteran,Medium Income,Beginner,3,0,6.580645161290322
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,Mid,Low Income,Intermediate,4,1,10.012635379061372
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married,11713,20335,8,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,Senior,High Income,Intermediate,3,0,4.853752241099633
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0,Senior,High Income,Intermediate,3,1,6.772102785905101
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,3376,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4,Senior,Medium Income,Intermediate,2,0,14.696871628910465
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,8,Y,Yes,12,3,4,80,2,28,2,2,20,2,9,10,Veteran,High Income,Expert,13,1,7.226216412490922
30,No,Travel_Rarely,501,Sales,26,4,Marketing,1,747,3,Male,97,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,22,4,4,80,1,10,2,2,8,7,7,7,Mid,Medium Income,Intermediate,9,0,14.885369532428356
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,97,3,1,Sales Representative,3,Single,2642,3376,1,Y,No,11,3,3,80,0,1,5,3,1,0,0,0,Mid,Low Income,Beginner,1,0,8.785011355034065
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,Senior,Low Income,Intermediate,3,1,18.124501631025733
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,Senior,High Income,Intermediate,4,0,8.969723691945914
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,Mid,Medium Income,Intermediate,6,0,5.628134158254641
24,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,Young,Low Income,Beginner,1,0,8.5
39,No,Travel_Rarely,164,Human Resources,3,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,6389,18767,8,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,Senior,Medium Income,Experienced,5,0,3.0651901706057285
54,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,28,1,2,10,7,1,1,Veteran,High Income,Expert,5,0,5.400657479960371
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,Senior,Low Income,Beginner,3,1,10.269854824935951
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,Mid,High Income,Intermediate,2,0,4.968213184554397
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,Mid,Low Income,Beginner,3,0,9.3535045711798
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,Veteran,Low Income,Experienced,4,0,7.081632653061225
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,Mid,Medium Income,Experienced,2,0,2.9634792852935403
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,Mid,Medium Income,Intermediate,6,0,13.883593897155773
38,No,Travel_Rarely,268,Research & Development,2,4,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,1,1,1,0,0,1,Senior,Low Income,Intermediate,1,1,9.271180896303566
34,No,Travel_Rarely,167,Research & Development,8,4,Life Sciences,1,775,2,Female,33,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,1,0,0,0,Mid,Medium Income,Intermediate,2,0,5.952743604764694
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,Male,33,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,28,3,4,20,6,1,10,Veteran,High Income,Expert,5,0,2.093260560037969
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,Mid,Low Income,Intermediate,8,1,9.22300819061802
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,33,3,2,Sales Executive,4,Single,6180,22807,1,Y,No,22,4,2,80,0,6,5,2,6,5,1,4,Young,Medium Income,Intermediate,3,0,14.618122977346278
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,Senior,High Income,Intermediate,5,0,2.5078407720144753
24,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,Young,Low Income,Beginner,1,0,7.853067047075607
47,Yes,Travel_Frequently,719,Sales,26,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,Veteran,Medium Income,Intermediate,3,1,19.563232765358762
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,Mid,Medium Income,Intermediate,3,0,2.593879502709595
54,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,78,3,4,Manager,1,Married,17856,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4,Veteran,High Income,Expert,5,1,6.560035842293907
36,No,Non-Travel,1425,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,Senior,High Income,Intermediate,3,0,5.318044022670357
52,No,Non-Travel,715,Research & Development,19,4,Medical,1,791,4,Male,41,3,1,Research Scientist,4,Married,4258,25440,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,Veteran,Medium Income,Beginner,2,0,11.84852043212776
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,Mid,Medium Income,Beginner,3,0,2.7914757103574703
29,No,Travel_Rarely,657,Research & Development,26,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25440,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,Mid,Medium Income,Experienced,3,0,15.306805074971166
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,5326,3376,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2,Mid,Medium Income,Intermediate,3,0,5.877581674802854
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,Mid,Low Income,Intermediate,2,0,3.548780487804878
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,8,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4,Veteran,Medium Income,Intermediate,3,1,16.323154056517776
27,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,Mid,Medium Income,Beginner,3,0,6.303086135421465
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Senior,Low Income,Intermediate,5,1,13.594536304816678
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,25440,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,10,Senior,Medium Income,Experienced,6,1,7.672240802675585
34,No,Travel_Rarely,164,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,Mid,Medium Income,Intermediate,2,0,3.282583884957772
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,Mid,Low Income,Beginner,1,0,7.888024883359254
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,Mid,Medium Income,Intermediate,1,0,3.1089225150013045
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,Y,No,22,4,4,80,1,8,2,3,8,7,3,7,Senior,Medium Income,Intermediate,5,0,3.35626767200754
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,Mid,Medium Income,Intermediate,3,0,5.538461538461538
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809,2,Male,66,3,4,Manager,4,Divorced,17856,16225,1,Y,No,13,3,2,80,1,24,4,2,20,7,9,9,Senior,High Income,Expert,13,0,4.560035842293907
24,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,3,Male,63,4,1,Laboratory Technician,1,Married,2097,3445,1,Y,Yes,21,4,3,80,2,1,2,3,1,0,0,0,Young,Low Income,Beginner,1,1,12.768717215069145
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,25440,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,Young,Low Income,Beginner,1,0,8.211952487008165
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4,Veteran,Low Income,Intermediate,3,0,8.675611305176247
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,Y,No,16,3,4,80,0,28,3,3,4,3,0,3,Veteran,High Income,Expert,4,0,1.566925562673621
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,Mid,Low Income,Beginner,1,1,9.8122035360069
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,Married,11691,25440,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,Mid,High Income,Experienced,6,0,4.355358823026259
33,Yes,Travel_Rarely,164,Sales,16,3,Marketing,1,819,1,Female,69,3,2,Sales Executive,1,Single,5324,25440,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,Mid,Medium Income,Intermediate,2,0,9.878287002253945
47,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,20,11,3,0,Veteran,High Income,Expert,7,1,6.59694364851958
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,Senior,Medium Income,Intermediate,2,0,2.4127773527161436
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,22,4,3,80,1,10,3,3,10,7,0,7,Mid,Low Income,Intermediate,1,0,15.203703703703704
54,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,4,Male,33,3,4,Research Director,2,Single,17856,25440,7,Y,Yes,12,3,4,80,0,28,2,3,20,11,9,8,Veteran,High Income,Expert,13,1,6.560035842293907
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,1,3,2,2,2,2,Mid,Low Income,Intermediate,3,0,4.490422984836393
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,8,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,Senior,Medium Income,Intermediate,2,1,7.149620587264929
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,Mid,Medium Income,Beginner,3,0,3.2820629849383844
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,2143,25440,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,Senior,Low Income,Intermediate,1,0,11.166355576294913
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,97,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,11,6,8,Mid,Medium Income,Experienced,8,0,3.6228497241155466
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,5,3,1,0,0,0,Senior,Medium Income,Intermediate,2,0,9.963093835885356
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,22,4,2,80,0,12,4,2,1,0,0,0,Mid,High Income,Experienced,2,1,7.454122437109205
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,Senior,Low Income,Beginner,1,0,5.397537379067722
42,No,Travel_Rarely,933,Research & Development,26,3,Life Sciences,1,836,2,Male,97,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,Senior,Medium Income,Intermediate,9,0,15.255299954894001
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,Senior,Medium Income,Experienced,3,0,7.590330788804071
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,97,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,Mid,Low Income,Intermediate,2,0,11.916960438699569
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,Veteran,High Income,Intermediate,10,0,6.80650640188137
54,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,Veteran,Medium Income,Experienced,9,0,2.937984496124031
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,22,4,3,80,1,22,3,3,4,1,1,0,Senior,High Income,Expert,5,0,7.582784544553879
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,Mid,High Income,Intermediate,3,1,8.280762023735166
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,Mid,High Income,Experienced,4,0,4.4783778495254865
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,Mid,Medium Income,Intermediate,9,1,8.092487968194183
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,3737,3376,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2,Mid,Medium Income,Beginner,1,0,4.175943270002676
